checkpoint,checkpoint_saved,dense_target_layer_parameters,frequency_weighted_iou,ignore_class,ignore_index,label,mean_iou_all_classes,mean_iou_present_classes,model_kind,parameters,pixel_accuracy,rank,seed,split,target_layer_compression_ratio,target_layer_parameters,total_compression_ratio,total_parameters
/content/smallnet/model/best_model.pth,,102764544,0.7496328244926231,Void,30,cp_rank_64_seed_0_zero_shot,0.2313260037153363,0.2472795212129457,cp_zero_shot,31927072,0.8555015676063247,64,0,val,0.0029189834190282596,299968,0.23756738216351064,31927072
/content/smallnet/model/best_model.pth,,102764544,0.7280167247336324,Void,30,cp_rank_64_seed_0_zero_shot,0.21557362115885156,0.2304407674456689,cp_zero_shot,31927072,0.8385010011410764,64,0,test,0.0029189834190282596,299968,0.23756738216351064,31927072
/content/smallnet/model/best_model.pth,,102764544,0.7606194252415233,Void,30,cp_rank_128_seed_0_zero_shot,0.2510108970129149,0.26832199335863316,cp_zero_shot,32222944,0.8606276697058417,128,0,val,0.005798108732910838,595840,0.2397689475465023,32222944
/content/smallnet/model/best_model.pth,,102764544,0.7383321036091061,Void,30,cp_rank_128_seed_0_zero_shot,0.22963658836597886,0.2454735944601843,cp_zero_shot,32222944,0.8429346296977084,128,0,test,0.005798108732910838,595840,0.2397689475465023,32222944
/content/smallnet/model/best_model.pth,,102764544,0.7721965704879152,Void,30,cp_rank_256_seed_0_zero_shot,0.27240537197717196,0.29119194935490794,cp_zero_shot,32814688,0.868490964268499,256,0,val,0.011556359360675993,1187584,0.2441720783124856,32814688
/content/smallnet/model/best_model.pth,,102764544,0.7482538011990549,Void,30,cp_rank_256_seed_0_zero_shot,0.24832146675281597,0.2654470851495619,cp_zero_shot,32814688,0.8500519922731296,256,0,test,0.011556359360675993,1187584,0.2441720783124856,32814688
