layer,mode,matrix_shape,rank,energy,tail_energy
classifier.0.weight,0,4x3,1,0.48759666571065424,0.5124033342893457
classifier.0.weight,0,4x3,2,0.8378189104010151,0.16218108959898492
classifier.0.weight,1,3x4,1,0.4875966334559936,0.5124033665440064
classifier.0.weight,1,3x4,2,0.8378188440197265,0.1621811559802735
