layer,mode,index,singular_value,cumulative_energy
classifier.0.weight,0,1,2.74187970161438,0.48759666571065424
classifier.0.weight,0,2,2.3237526416778564,0.8378189104010151
classifier.0.weight,0,3,1.5813140869140625,1.0
classifier.0.weight,1,1,2.741879463195801,0.4875966334559936
classifier.0.weight,1,2,2.3237524032592773,0.8378188440197265
classifier.0.weight,1,3,1.5813143253326416,1.0
