model_kind,target_layer_parameter_count,full_model_parameter_count,full_model_macs,validation_present_class_miou,validation_all_class_miou,validation_pixel_accuracy,validation_frequency_weighted_iou,test_present_class_miou,test_all_class_miou,test_pixel_accuracy,test_frequency_weighted_iou
dense_reference,102764544,134391648,71422771200,0.36625868455024685,0.342629091998618,0.8813373963499208,0.795448766902312,0.3220159102759909,0.30124069025818506,0.8604488021615883,0.7664373572759958
