checkpoint,dense_target_layer_parameters,device,device_name,label,latency_iterations,latency_max_ms,latency_mean_ms,latency_median_ms,latency_min_ms,latency_ms,latency_std_ms,latency_warmup_iterations,macs,model_kind,parameters,rank,target_layer_compression_ratio,target_layer_parameters,total_compression_ratio,total_parameters
/content/smallnet/model/best_model.pth,102764544,cuda,Tesla T4,dense,100,116.93989800005512,115.06197079998856,114.89492300006532,113.23752000043896,115.06197079998856,0.825311386540358,20,71422771200,dense,134391648,dense,1.0,102764544,1.0,134391648
/content/smallnet/model/finetuned_rank_64.pth,102764544,cuda,Tesla T4,cp_rank_64_existing_finetuned,100,49.38483199930488,47.52602862000458,47.37759950012333,46.17843500000163,47.52602862000458,0.7839722883374157,20,54516116160,cp_finetuned_existing,31927072,64,0.0029189834190282,299968,0.2375673821635106,31927072
/content/smallnet/model/finetuned_rank_128.pth,102764544,cuda,Tesla T4,cp_rank_128_existing_finetuned,100,52.86338699988846,51.60400467000727,51.61155849964416,49.821972000245296,51.60400467000727,0.680888130737514,20,54564935040,cp_finetuned_existing,32222944,128,0.0057981087329108,595840,0.2397689475465023,32222944
/content/smallnet/model/finetuned_rank_256.pth,102764544,cuda,Tesla T4,cp_rank_256_existing_finetuned,100,61.4373179996619,60.48746247999589,60.51639399993292,58.56976300037786,60.48746247999589,0.4954564550875848,20,54662572800,cp_finetuned_existing,32814688,256,0.0115563593606759,1187584,0.2441720783124856,32814688
