layer,max_tail_r128,max_tail_r256,max_tail_r64,params,r_tau_0.900,r_tau_0.950,r_tau_0.990,shape
classifier.0.weight,0.7321766077822602,0.6600696759178162,0.7816963504978733,102760448,2821,3348,3911,"[4096, 512, 7, 7]"
