actual_relative_squared_frobenius_error_max,actual_relative_squared_frobenius_error_mean,actual_relative_squared_frobenius_error_min,actual_relative_squared_frobenius_error_seed_range,actual_relative_squared_frobenius_error_std_population,all_repeated_final_factor_hashes_identical,all_repeated_results_reproducible_within_tolerance,cancellation_ratio_max,completed_repetition_row_count,completed_seed_count,component_scaling_spread_max,factor_degeneracy_row_count,iteration_budget,maximum_absolute_factor_value,maximum_within_seed_repetition_range,mean_squared_residual_deteriorated_from_previous_budget,mean_squared_residual_reduction_from_previous_budget,method,nonfinite_row_count,optimization_precision,previous_iteration_budget,rank,repeated_seed_count,residual_verification_all_passed
0.780937872124617,0.7808463587330996,0.7807256778165682,0.00021219430804875206,8.904929151380108e-05,True,True,1422.5485149545639,6,3,195.8449398118041,6,200,9.243309020996094,0.0,,,cp_rank512_stability,0,float32,,512,3,True
0.8135931147537888,0.7998201885179671,0.7929117794652824,0.020681335288506464,0.009738946022614233,True,True,1233.0137567166184,6,3,119784.7018870212,2,400,10.038614273071289,0.0,True,-0.018973829784867502,cp_rank512_stability,0,float32,200,512,3,True
