actual_relative_squared_frobenius_error_max,actual_relative_squared_frobenius_error_mean,actual_relative_squared_frobenius_error_min,actual_relative_squared_frobenius_error_std_population,completed_seed_count,method,rank
0.9507744046584543,0.9507342717577592,0.9506663780163561,4.827309159609963e-05,3,cp,32
0.9312154942826134,0.9310571880861112,0.9308897436450859,0.00013314403252897132,3,cp,64
0.9042247035218761,0.9040992405624225,0.903950632144409,0.00011307980714420121,3,cp,128
0.8645458697995494,0.8645269493514028,0.8645158763963522,1.3443422673214842e-05,3,cp,256
0.8078424404745772,0.8076509885605567,0.8074242569644265,0.00017253570455183883,3,cp,512
