layer,max_tail_r128,max_tail_r256,max_tail_r32,max_tail_r512,max_tail_r64,params,r_tau_0.900,r_tau_0.950,r_tau_0.990,shape
classifier.0.weight,0.7321769943701568,0.6600699266407337,0.8221587400017436,0.5530430628936835,0.7816967296553301,102760448,2821,3348,3911,"[4096, 512, 7, 7]"
