activation_normalized_squared_error_max,activation_normalized_squared_error_mean,activation_normalized_squared_error_min,activation_normalized_squared_error_std_population,actual_relative_squared_frobenius_error_max,actual_relative_squared_frobenius_error_mean,actual_relative_squared_frobenius_error_min,actual_relative_squared_frobenius_error_std_population,completed_scientific_row_count,compression_factor_max,compression_factor_mean,compression_factor_min,compression_factor_std_population,method,rank,target_layer_parameter_ratio_max,target_layer_parameter_ratio_mean,target_layer_parameter_ratio_min,target_layer_parameter_ratio_std_population,test_present_class_miou_max,test_present_class_miou_mean,test_present_class_miou_min,test_present_class_miou_std_population,validation_present_class_miou_max,validation_present_class_miou_mean,validation_present_class_miou_min,validation_present_class_miou_std_population
0.3345297184784337,0.33290731963677594,0.3317479196492844,0.0011819128946143533,0.9449309831319471,0.9448352600326496,0.9446936876321719,0.00010215644005622997,3,675.940223110924,675.940223110924,675.940223110924,0.0,cp_200_iterations,32,0.0014794207620869703,0.0014794207620869703,0.0014794207620869703,0.0,0.20438874638431714,0.20202339772803315,0.19877757318491474,0.0023738498280073375,0.22288768965012984,0.22062644032986398,0.21665889431961885,0.002814611768731699
0.29650665272819055,0.29575950422163916,0.2946259917616163,0.0008149352719513249,0.9236409442374968,0.9232659899754369,0.9229715657782929,0.00027914237577271114,3,342.5850224023896,342.5850224023896,342.5850224023896,0.0,cp_200_iterations,64,0.0029189834190282596,0.0029189834190282596,0.0029189834190282596,0.0,0.22900803142396237,0.22568433958491121,0.22356171178889556,0.0023801282204162924,0.24971190154305278,0.24902476567707663,0.24785427290483833,0.0008318339030928687
0.2595621604337299,0.25881852554672524,0.25812700256514726,0.0005870583531212164,0.8921022341392496,0.891966190343601,0.8917837050803622,0.00013412133256342129,3,172.47003222341567,172.47003222341564,172.47003222341567,2.842170943040401e-14,cp_200_iterations,128,0.005798108732910838,0.005798108732910837,0.005798108732910838,8.673617379884035e-19,0.250312080265212,0.24901322161188447,0.2468767869071799,0.0015223797917110077,0.27713616861348295,0.274627277037835,0.27211617403977495,0.0020494047994163655
0.21849220423411528,0.21841895841329484,0.21836183251030078,5.443090669609675e-05,0.8461499389128821,0.8460521886682427,0.8459808526007366,7.15114294079741e-05,3,86.5324423367105,86.5324423367105,86.5324423367105,0.0,cp_200_iterations,256,0.011556359360675993,0.011556359360675993,0.011556359360675993,0.0,0.27104037908621736,0.2699254892550255,0.26889073358192006,0.0008794164963222521,0.2946351514942932,0.2938583110342701,0.293279494058297,0.000570883377535433
0.17514489635901742,0.1747982363486423,0.17458524394596456,0.0002472555734048194,0.780937872124617,0.7808463587330996,0.7807256778165682,8.904929151380108e-05,3,43.34096307492982,43.34096307492982,43.34096307492982,0.0,cp_200_iterations,512,0.023072860616206305,0.023072860616206305,0.023072860616206305,0.0,0.2875325517879473,0.2871813724741675,0.28690149264740106,0.0002625155517336387,0.310340763239341,0.30927058182247663,0.3080353341566966,0.0009483972317104174
